id,data_criacao,tipo_chamado,dias_problema,risco_vida_humana,risco_vida_animal,bloqueio_via,urgencia
BCS-00109958,2025-10-31 11:10:04.788546+00:00,Árvore ou Galhos Caídos,165,Não,Não,Não,MEDIA
BCS-00109966,2025-10-31 11:15:12.009259+00:00,Problema com Animal Doméstico,165,Sim,Sim,Sim,URGENTE
BCS-00109970,2025-10-31 11:18:31.291520+00:00,Árvore ou Galhos Caídos,165,Não,Sim,Não,ALTA
BCS-00109136,2025-10-29 16:21:44.907589+00:00,Luz Queimada Poste,167,Sim,Sim,Sim,URGENTE
BCS-00109142,2025-10-29 16:36:33.436000+00:00,Problema com Animal Selvagem,167,Não,Não,Não,ALTA
BCS-00109996,2025-10-31 11:45:20.937249+00:00,Árvore ou Galhos Caídos,165,Não,Sim,Sim,URGENTE
BCS-00110008,2025-10-31 11:58:21.984000+00:00,Árvore ou Galhos Caídos,165,Não,Sim,Não,ALTA
BCS-00109151,2025-10-29 16:50:03.796000+00:00,Problema com Animal Selvagem,167,Não,Sim,Não,ALTA
BCS-00110121,2025-10-31 13:45:30.674823+00:00,Árvore ou Galhos Caídos,165,Sim,Sim,Não,URGENTE
BCS-00110129,2025-10-31 13:51:56.134000+00:00,Solicitação de Poda,165,Sim,Sim,Não,URGENTE
BCS-00109156,2025-10-29 17:11:37.640841+00:00,Solicitação de Poda,167,Não,Sim,Sim,URGENTE
BCS-00110145,2025-10-31 14:22:57.654627+00:00,Árvore ou Galhos Caídos,165,Não,Sim,Sim,URGENTE
BCS-00109165,2025-10-29 17:54:56.131604+00:00,Luz Queimada Poste,167,Não,Sim,Sim,URGENTE
BCS-00109166,2025-10-29 17:57:40.077702+00:00,Luz Queimada Poste,167,Não,Não,Não,MEDIA
BCS-00110172,2025-10-31 14:48:47.133000+00:00,Árvore ou Galhos Caídos,165,Sim,Não,Não,URGENTE
BCS-00110178,2025-10-31 14:55:23.340920+00:00,Solicitação de Poda,165,Sim,Não,Sim,URGENTE
BCS-00110186,2025-10-31 15:03:28.082580+00:00,Solicitação de Poda,165,Não,Não,Sim,ALTA
BCS-00110202,2025-10-31 15:24:56.254000+00:00,Problema com Animal Doméstico,165,Não,Sim,Não,URGENTE
BCS-00173534,2026-03-10 10:15:09.894000+00:00,Outros Problemas com Postes,35,Sim,Sim,Sim,URGENTE
BCS-00110270,2025-10-31 16:54:17.693845+00:00,Árvore ou Galhos Caídos,165,Não,Não,Sim,ALTA
BCS-00110274,2025-10-31 16:58:56.230000+00:00,Animal Perdido,165,Sim,Não,Não,URGENTE
BCS-00109178,2025-10-29 19:01:39.905602+00:00,Luz Queimada Poste,167,Sim,Não,Não,URGENTE
BCS-00109179,2025-10-29 19:05:38.930000+00:00,Luz Queimada Poste,167,Não,Não,Sim,URGENTE
BCS-00109185,2025-10-29 19:08:28.178000+00:00,Luz Queimada Poste,167,Não,Sim,Não,ALTA
BCS-00109181,2025-10-29 19:12:18.309016+00:00,Luz Queimada Poste,167,Sim,Sim,Não,URGENTE
BCS-00110232,2025-10-31 16:03:35.270233+00:00,Árvore ou Galhos Caídos,165,Não,Não,Sim,URGENTE
BCS-00110237,2025-10-31 16:08:52.687000+00:00,Solicitação de Poda,165,Sim,Não,Não,URGENTE
BCS-00110252,2025-10-31 16:31:54.966786+00:00,Luz Queimada Poste,165,Sim,Sim,Não,URGENTE
BCS-00110258,2025-10-31 16:40:30.963000+00:00,Árvore ou Galhos Caídos,165,Sim,Não,Não,URGENTE
BCS-00110357,2025-10-31 22:38:42.327119+00:00,Solicitação de Poda,165,Não,Sim,Sim,URGENTE
BCS-00109190,2025-10-29 19:26:26.208490+00:00,Luz Queimada Poste,167,Não,Não,Sim,URGENTE
BCS-00109191,2025-10-29 19:28:26.942979+00:00,Problema com Animal Selvagem,167,Não,Sim,Sim,URGENTE
BCS-00110284,2025-10-31 17:16:15.823368+00:00,Luz Queimada Poste,165,Sim,Não,Não,URGENTE
BCS-00110295,2025-10-31 17:43:49.419529+00:00,Árvore ou Galhos Caídos,165,Não,Sim,Sim,URGENTE
BCS-00110296,2025-10-31 17:44:37.923091+00:00,Luz Queimada Poste,165,Não,Não,Sim,URGENTE
BCS-00110302,2025-10-31 17:56:06.942000+00:00,Animal Perdido,165,Sim,Não,Não,URGENTE
BCS-00110305,2025-10-31 18:05:37.058315+00:00,Luz Queimada Poste,165,Sim,Sim,Não,URGENTE
BCS-00109199,2025-10-29 20:34:01.511443+00:00,Luz Queimada Poste,167,Sim,Não,Não,URGENTE
BCS-00110362,2025-10-31 22:46:36.564000+00:00,Árvore ou Galhos Caídos,165,Sim,Sim,Sim,URGENTE
BCS-00110361,2025-10-31 22:47:36.757000+00:00,Árvore ou Galhos Caídos,165,Sim,Sim,Sim,URGENTE
BCS-00110363,2025-10-31 22:53:52.473000+00:00,Árvore ou Galhos Caídos,165,Não,Sim,Sim,URGENTE
BCS-00110364,2025-10-31 22:54:50.403000+00:00,Árvore ou Galhos Caídos,165,Não,Não,Não,MEDIA
BCS-00110368,2025-10-31 23:01:47.661000+00:00,Árvore ou Galhos Caídos,165,Não,Sim,Sim,URGENTE
BCS-00110372,2025-10-31 23:27:34.743000+00:00,Árvore ou Galhos Caídos,165,Sim,Sim,Não,URGENTE
BCS-00110374,2025-10-31 23:43:20.691000+00:00,Árvore ou Galhos Caídos,165,Sim,Não,Não,URGENTE
BCS-00110375,2025-10-31 23:50:51.101000+00:00,Árvore ou Galhos Caídos,165,Não,Não,Não,ALTA
BCS-00110376,2025-10-31 23:52:48.092000+00:00,Árvore ou Galhos Caídos,165,Sim,Não,Sim,URGENTE
BCS-00110378,2025-11-01 00:09:19.735156+00:00,Árvore ou Galhos Caídos,165,Não,Não,Não,MEDIA
BCS-00110379,2025-11-01 00:18:31.698940+00:00,Árvore ou Galhos Caídos,165,Sim,Sim,Não,URGENTE
BCS-00110380,2025-11-01 00:28:18.823178+00:00,Árvore ou Galhos Caídos,165,Sim,Não,Sim,URGENTE
BCS-00110381,2025-11-01 00:31:12.079234+00:00,Árvore ou Galhos Caídos,165,Sim,Sim,Não,URGENTE
BCS-00110382,2025-11-01 00:46:17.888000+00:00,Árvore ou Galhos Caídos,165,Não,Não,Sim,URGENTE
BCS-00110384,2025-11-01 00:57:42.612000+00:00,Árvore ou Galhos Caídos,165,Não,Não,Sim,URGENTE
BCS-00110385,2025-11-01 01:34:22.013202+00:00,Árvore ou Galhos Caídos,165,Sim,Sim,Sim,URGENTE
BCS-00110457,2025-11-01 09:40:30.332137+00:00,Árvore ou Galhos Caídos,164,Não,Não,Sim,ALTA
BCS-00110458,2025-11-01 09:44:06.502227+00:00,Árvore ou Galhos Caídos,164,Sim,Não,Não,URGENTE
BCS-00110459,2025-11-01 09:46:48.552000+00:00,Árvore ou Galhos Caídos,164,Não,Sim,Sim,URGENTE
BCS-00110461,2025-11-01 09:46:59.780000+00:00,Árvore ou Galhos Caídos,164,Não,Sim,Não,ALTA
BCS-00110464,2025-11-01 09:52:59.280000+00:00,Árvore ou Galhos Caídos,164,Não,Sim,Sim,URGENTE
BCS-00110463,2025-11-01 09:56:03.619344+00:00,Árvore ou Galhos Caídos,164,Não,Não,Sim,URGENTE
BCS-00110471,2025-11-01 10:00:31.460000+00:00,Problema com Animal Doméstico,164,Não,Sim,Não,URGENTE
BCS-00110386,2025-11-01 01:49:32.405008+00:00,Árvore ou Galhos Caídos,165,Sim,Não,Não,URGENTE
BCS-00110387,2025-11-01 01:56:49.529000+00:00,Poste caido,165,Sim,Sim,Sim,URGENTE
BCS-00110388,2025-11-01 02:02:02.186000+00:00,Árvore ou Galhos Caídos,165,Não,Não,Sim,URGENTE
BCS-00110389,2025-11-01 02:05:14.285000+00:00,Árvore ou Galhos Caídos,165,Não,Não,Não,MEDIA
BCS-00110391,2025-11-01 02:48:35.896036+00:00,Árvore ou Galhos Caídos,165,Não,Não,Sim,URGENTE
BCS-00110392,2025-11-01 03:03:02.399000+00:00,Árvore ou Galhos Caídos,165,Sim,Não,Não,URGENTE
BCS-00110393,2025-11-01 03:12:57.380000+00:00,Árvore ou Galhos Caídos,165,Sim,Sim,Não,URGENTE
BCS-00110394,2025-11-01 05:53:42.590771+00:00,Árvore ou Galhos Caídos,164,Sim,Não,Não,URGENTE
BCS-00110397,2025-11-01 06:13:55.506000+00:00,Árvore ou Galhos Caídos,164,Não,Não,Não,MEDIA
BCS-00110395,2025-11-01 06:49:08.561000+00:00,Luz Queimada Poste,164,Não,Não,Não,MEDIA
BCS-00110396,2025-11-01 06:53:22.203000+00:00,Árvore ou Galhos Caídos,164,Sim,Sim,Não,URGENTE
BCS-00110399,2025-11-01 07:13:40.095415+00:00,Solicitação de Poda,164,Sim,Não,Sim,URGENTE
BCS-00110400,2025-11-01 07:15:52.655000+00:00,Árvore ou Galhos Caídos,164,Não,Sim,Não,ALTA
BCS-00110401,2025-11-01 07:16:06.156000+00:00,Árvore ou Galhos Caídos,164,Sim,Não,Não,URGENTE
BCS-00110406,2025-11-01 07:19:03.142000+00:00,Problema com Animal Doméstico,164,Sim,Sim,Sim,URGENTE
BCS-00110403,2025-11-01 07:24:07.840576+00:00,Árvore ou Galhos Caídos,164,Sim,Não,Não,URGENTE
BCS-00110404,2025-11-01 07:24:31.515335+00:00,Luz Queimada Poste,164,Não,Não,Não,ALTA
BCS-00110405,2025-11-01 07:25:06.187000+00:00,Árvore ou Galhos Caídos,164,Não,Sim,Não,ALTA
BCS-00110410,2025-11-01 07:44:49.477000+00:00,Árvore ou Galhos Caídos,164,Sim,Sim,Sim,URGENTE
BCS-00110409,2025-11-01 07:48:19.618650+00:00,Árvore ou Galhos Caídos,164,Sim,Sim,Sim,URGENTE
BCS-00110312,2025-10-31 18:13:40.779724+00:00,Luz Queimada Poste,165,Sim,Não,Não,URGENTE
BCS-00110314,2025-10-31 18:15:49.790000+00:00,Problema com Animal Selvagem,165,Sim,Sim,Sim,URGENTE
BCS-00110315,2025-10-31 18:23:04.142000+00:00,Luz Queimada Poste,165,Sim,Não,Não,URGENTE
BCS-00110324,2025-10-31 19:04:16.875000+00:00,Luz Queimada Poste,165,Sim,Sim,Sim,URGENTE
BCS-00110328,2025-10-31 19:13:01.394000+00:00,Luz Queimada Poste,165,Não,Não,Não,ALTA
BCS-00110329,2025-10-31 19:15:11.577000+00:00,Problema com Animal Doméstico,165,Sim,Não,Não,URGENTE
BCS-00110334,2025-10-31 19:59:43.937000+00:00,Problema com Animal Selvagem,165,Não,Não,Não,ALTA
BCS-00110339,2025-10-31 20:11:16.705000+00:00,Árvore ou Galhos Caídos,165,Sim,Sim,Não,URGENTE
BCS-00110470,2025-11-01 10:01:30.779000+00:00,Problema com Animal Doméstico,164,Não,Sim,Não,URGENTE
BCS-00110473,2025-11-01 10:09:32.647000+00:00,Árvore ou Galhos Caídos,164,Não,Não,Não,ALTA
BCS-00110474,2025-11-01 10:12:42.850430+00:00,Árvore ou Galhos Caídos,164,Sim,Não,Não,URGENTE
BCS-00110412,2025-11-01 07:57:58.872000+00:00,Árvore ou Galhos Caídos,164,Sim,Sim,Não,URGENTE
BCS-00110413,2025-11-01 07:58:48.411000+00:00,Árvore ou Galhos Caídos,164,Não,Sim,Não,ALTA
BCS-00110414,2025-11-01 08:10:00.271634+00:00,Árvore ou Galhos Caídos,164,Não,Sim,Não,ALTA
BCS-00110417,2025-11-01 08:18:56.226000+00:00,Problema com Animal Doméstico,164,Sim,Sim,Sim,URGENTE
BCS-00110421,2025-11-01 08:30:29.089476+00:00,Luz Queimada Poste,164,Não,Não,Sim,ALTA
BCS-00110422,2025-11-01 08:33:22.916794+00:00,Árvore ou Galhos Caídos,164,Não,Sim,Não,URGENTE
BCS-00110423,2025-11-01 08:35:17.275004+00:00,Árvore ou Galhos Caídos,164,Não,Sim,Sim,URGENTE
BCS-00110425,2025-11-01 08:37:55.852000+00:00,Árvore ou Galhos Caídos,164,Sim,Não,Não,URGENTE
BCS-00110426,2025-11-01 08:43:12.897000+00:00,Árvore ou Galhos Caídos,164,Sim,Não,Não,URGENTE
BCS-00110433,2025-11-01 08:56:10.888000+00:00,Problema com Animal Selvagem,164,Sim,Sim,Não,URGENTE
BCS-00110434,2025-11-01 09:01:39.794000+00:00,Árvore ou Galhos Caídos,164,Sim,Não,Sim,URGENTE
BCS-00110435,2025-11-01 09:03:42.936852+00:00,Luz Queimada Poste,164,Sim,Não,Não,URGENTE
BCS-00110436,2025-11-01 09:04:27.968577+00:00,Árvore ou Galhos Caídos,164,Sim,Sim,Sim,URGENTE
BCS-00110483,2025-11-01 10:28:45.873548+00:00,Árvore ou Galhos Caídos,164,Não,Sim,Sim,URGENTE
BCS-00110490,2025-11-01 10:30:48.988000+00:00,Problema com Animal Doméstico,164,Sim,Não,Sim,URGENTE
BCS-00110485,2025-11-01 10:32:36.802996+00:00,Árvore ou Galhos Caídos,164,Não,Não,Não,MEDIA
BCS-00110338,2025-10-31 20:11:33.667784+00:00,Luz Queimada Poste,165,Não,Sim,Sim,URGENTE
BCS-00110353,2025-10-31 22:28:29.173844+00:00,Luz Queimada Poste,165,Não,Não,Não,MEDIA
BCS-00110356,2025-10-31 22:33:50.158000+00:00,Árvore ou Galhos Caídos,165,Sim,Não,Não,URGENTE
BCS-00110554,2025-11-01 12:58:29.658000+00:00,Problema com Animal Doméstico,164,Não,Não,Sim,ALTA
BCS-00110553,2025-11-01 13:00:30.454183+00:00,Problema com Animal Doméstico,164,Sim,Não,Sim,URGENTE
BCS-00110557,2025-11-01 13:06:25.854000+00:00,Árvore ou Galhos Caídos,164,Sim,Não,Não,URGENTE
BCS-00110564,2025-11-01 13:09:01.982000+00:00,Árvore ou Galhos Caídos,164,Sim,Sim,Não,URGENTE
BCS-00110565,2025-11-01 13:15:03.011000+00:00,Poste caido,164,Sim,Não,Sim,URGENTE
BCS-00110489,2025-11-01 10:41:33.665000+00:00,Problema com Animal Doméstico,164,Não,Não,Não,MEDIA
BCS-00110495,2025-11-01 10:58:25.131640+00:00,Poste caido,164,Sim,Sim,Sim,URGENTE
BCS-00110439,2025-11-01 09:12:46.793000+00:00,Árvore ou Galhos Caídos,164,Sim,Não,Não,URGENTE
BCS-00110445,2025-11-01 09:17:59.171000+00:00,Árvore ou Galhos Caídos,164,Sim,Sim,Não,URGENTE
BCS-00110441,2025-11-01 09:21:26.730435+00:00,Árvore ou Galhos Caídos,164,Sim,Sim,Sim,URGENTE
BCS-00110442,2025-11-01 09:21:27.035770+00:00,Árvore ou Galhos Caídos,164,Não,Sim,Sim,URGENTE
BCS-00110444,2025-11-01 09:22:16.468000+00:00,Árvore ou Galhos Caídos,164,Sim,Sim,Não,URGENTE
BCS-00110449,2025-11-01 09:24:53.986000+00:00,Árvore ou Galhos Caídos,164,Sim,Não,Sim,URGENTE
BCS-00110563,2025-11-01 13:21:05.500900+00:00,Problema com Animal Doméstico,164,Sim,Sim,Não,URGENTE
BCS-00110569,2025-11-01 13:24:42.534000+00:00,Problema com Animal Doméstico,164,Não,Sim,Sim,URGENTE
BCS-00110572,2025-11-01 13:32:27.054000+00:00,Outros Problemas com Postes,164,Não,Sim,Sim,URGENTE
BCS-00110571,2025-11-01 13:34:33.816000+00:00,Árvore ou Galhos Caídos,164,Sim,Sim,Não,URGENTE
BCS-00110577,2025-11-01 13:52:21.635497+00:00,Problema com Animal Selvagem,164,Sim,Não,Não,ALTA
BCS-00110581,2025-11-01 14:06:14.611518+00:00,Árvore ou Galhos Caídos,164,Não,Não,Não,MEDIA
BCS-00110582,2025-11-01 14:15:41.113405+00:00,Árvore ou Galhos Caídos,164,Não,Não,Sim,URGENTE
BCS-00110499,2025-11-01 11:02:23.754000+00:00,Árvore ou Galhos Caídos,164,Não,Não,Sim,URGENTE
BCS-00110501,2025-11-01 11:10:00.526846+00:00,Árvore ou Galhos Caídos,164,Não,Sim,Sim,URGENTE
BCS-00110590,2025-11-01 14:25:42.699628+00:00,Árvore ou Galhos Caídos,164,Não,Sim,Sim,URGENTE
BCS-00110599,2025-11-01 14:44:26.535749+00:00,Árvore ou Galhos Caídos,164,Sim,Não,Não,URGENTE
BCS-00110601,2025-11-01 14:45:53.435845+00:00,Árvore ou Galhos Caídos,164,Sim,Não,Não,URGENTE
BCS-00110607,2025-11-01 14:57:37.446000+00:00,Problema com Animal Doméstico,164,Sim,Não,Não,URGENTE
BCS-00110612,2025-11-01 15:11:34.910548+00:00,Solicitação de Poda,164,Não,Não,Não,MEDIA
BCS-00110615,2025-11-01 15:15:18.369000+00:00,Árvore ou Galhos Caídos,164,Não,Sim,Sim,URGENTE
BCS-00110618,2025-11-01 15:18:43.813358+00:00,Remoção de Árvore ou Tocos,164,Não,Sim,Sim,URGENTE
BCS-00110503,2025-11-01 11:11:22.247000+00:00,Problema com Animal Doméstico,164,Sim,Sim,Sim,URGENTE
BCS-00110506,2025-11-01 11:12:31.369000+00:00,Árvore ou Galhos Caídos,164,Sim,Não,Não,URGENTE
BCS-00110660,2025-11-01 17:23:15.927440+00:00,Árvore ou Galhos Caídos,164,Sim,Sim,Não,URGENTE
BCS-00110670,2025-11-01 17:50:25.257037+00:00,Luz Queimada Poste,164,Sim,Sim,Sim,URGENTE
BCS-00110676,2025-11-01 18:15:05.409000+00:00,Luz Queimada Poste,164,Não,Sim,Sim,URGENTE
BCS-00110677,2025-11-01 18:29:26.279743+00:00,Luz Queimada Poste,164,Não,Não,Sim,URGENTE
BCS-00110680,2025-11-01 18:40:04.245853+00:00,Luz Queimada Poste,164,Não,Não,Sim,URGENTE
BCS-00110684,2025-11-01 19:05:27.216503+00:00,Luz Queimada Poste,164,Sim,Sim,Não,URGENTE
BCS-00110685,2025-11-01 19:06:23.951789+00:00,Luz Queimada Poste,164,Sim,Sim,Sim,URGENTE
BCS-00110511,2025-11-01 11:32:16.743403+00:00,Árvore ou Galhos Caídos,164,Não,Sim,Não,ALTA
BCS-00110514,2025-11-01 11:38:24.386221+00:00,Poste caido,164,Sim,Sim,Sim,URGENTE
BCS-00110519,2025-11-01 11:45:39.953000+00:00,Problema com Animal Selvagem,164,Não,Não,Não,ALTA
BCS-00110521,2025-11-01 11:49:16.274000+00:00,Problema com Animal Selvagem,164,Não,Não,Não,MEDIA
BCS-00110518,2025-11-01 11:49:56.296163+00:00,Árvore ou Galhos Caídos,164,Sim,Sim,Sim,URGENTE
BCS-00110525,2025-11-01 12:04:36.245000+00:00,Árvore ou Galhos Caídos,164,Sim,Sim,Não,URGENTE
BCS-00110526,2025-11-01 12:09:32.007480+00:00,Problema com Animal Selvagem,164,Não,Sim,Não,ALTA
BCS-00110620,2025-11-01 15:36:24.968865+00:00,Solicitação de Poda,164,Sim,Sim,Não,URGENTE
BCS-00110623,2025-11-01 15:41:45.437000+00:00,Árvore ou Galhos Caídos,164,Sim,Sim,Não,URGENTE
BCS-00110638,2025-11-01 16:30:00.984762+00:00,Poste caido,164,Não,Não,Não,MEDIA
BCS-00110642,2025-11-01 16:45:51.143328+00:00,Poste caido,164,Sim,Não,Não,URGENTE
BCS-00110644,2025-11-01 16:47:28.333185+00:00,Árvore ou Galhos Caídos,164,Sim,Não,Não,URGENTE
BCS-00110743,2025-11-01 23:00:34.036105+00:00,Remoção de Árvore ou Tocos,164,Sim,Não,Sim,URGENTE
BCS-00110528,2025-11-01 12:14:06.009830+00:00,Luz Queimada Poste,164,Não,Não,Não,MEDIA
BCS-00110536,2025-11-01 12:21:44.135000+00:00,Árvore ou Galhos Caídos,164,Não,Sim,Não,ALTA
BCS-00110538,2025-11-01 12:30:54.610972+00:00,Árvore ou Galhos Caídos,164,Sim,Sim,Sim,URGENTE
BCS-00110749,2025-11-01 23:50:15.803842+00:00,Problema com Animal Selvagem,164,Sim,Sim,Sim,URGENTE
BCS-00110754,2025-11-02 01:29:47.931000+00:00,Problema com Animal Doméstico,164,Não,Sim,Não,ALTA
BCS-00110761,2025-11-02 03:36:40.512176+00:00,Luz Queimada Poste,164,Não,Não,Não,MEDIA
BCS-00110763,2025-11-02 05:00:18.451988+00:00,Luz Queimada Poste,163,Sim,Não,Não,URGENTE
BCS-00110764,2025-11-02 05:23:22.716000+00:00,Árvore ou Galhos Caídos,163,Não,Sim,Não,ALTA
BCS-00110770,2025-11-02 07:09:51.007168+00:00,Árvore ou Galhos Caídos,163,Sim,Sim,Sim,URGENTE
BCS-00110773,2025-11-02 07:24:46.855000+00:00,Problema com Animal Selvagem,163,Sim,Sim,Não,URGENTE
BCS-00110539,2025-11-01 12:36:58.067001+00:00,Árvore ou Galhos Caídos,164,Não,Sim,Não,MEDIA
BCS-00110545,2025-11-01 12:45:38.040000+00:00,Problema com Animal Doméstico,164,Sim,Não,Não,URGENTE
BCS-00110548,2025-11-01 12:45:58.105000+00:00,Problema com Animal Selvagem,164,Não,Sim,Não,URGENTE
BCS-00110687,2025-11-01 19:09:22.179000+00:00,Problema com Animal Doméstico,164,Não,Sim,Sim,URGENTE
BCS-00110699,2025-11-01 19:42:26.063000+00:00,Luz Queimada Poste,164,Não,Não,Sim,URGENTE
BCS-00110701,2025-11-01 20:02:37.671381+00:00,Problema com Animal Doméstico,164,Não,Sim,Sim,URGENTE
BCS-00110707,2025-11-01 20:18:23.397835+00:00,Luz Queimada Poste,164,Sim,Sim,Não,URGENTE
BCS-00110713,2025-11-01 20:44:44.637777+00:00,Luz Queimada Poste,164,Sim,Sim,Sim,URGENTE
BCS-00110778,2025-11-02 08:10:24.760875+00:00,Luz Queimada Poste,163,Não,Sim,Não,ALTA
BCS-00110788,2025-11-02 08:30:34.137000+00:00,Problema com Animal Doméstico,163,Não,Sim,Sim,URGENTE
BCS-00110795,2025-11-02 09:01:59.264021+00:00,Solicitação de Poda,163,Sim,Sim,Não,URGENTE
BCS-00110797,2025-11-02 09:06:21.837000+00:00,Solicitação de Poda,163,Sim,Sim,Não,URGENTE
BCS-00139048,2026-01-11 16:48:52.300162+00:00,Luz Queimada Poste,93,Não,Sim,Sim,URGENTE
BCS-00110801,2025-11-02 09:16:18.220926+00:00,Solicitação de Poda,163,Não,Não,Não,MEDIA
BCS-00110544,2025-11-01 12:46:33.920768+00:00,Árvore ou Galhos Caídos,164,Não,Não,Não,ALTA
BCS-00110718,2025-11-01 20:55:07.906199+00:00,Árvore ou Galhos Caídos,164,Sim,Sim,Não,URGENTE
BCS-00110722,2025-11-01 21:11:46.336235+00:00,Luz Queimada Poste,164,Não,Sim,Sim,URGENTE
BCS-00110935,2025-11-02 18:46:14.088939+00:00,Luz Queimada Poste,163,Não,Sim,Não,MEDIA
BCS-00110953,2025-11-02 20:18:08.754862+00:00,Solicitação de Plantio,163,Não,Não,Não,MEDIA
BCS-00110957,2025-11-02 20:49:28.037000+00:00,Outros Problemas com Postes,163,Sim,Sim,Não,URGENTE
BCS-00110960,2025-11-02 20:56:29.570000+00:00,Animal Perdido,163,Não,Não,Não,MEDIA
BCS-00110963,2025-11-02 21:16:10.828768+00:00,Luz Queimada Poste,163,Sim,Sim,Sim,URGENTE
BCS-00110813,2025-11-02 09:45:05.794000+00:00,Problema com Animal Selvagem,163,Não,Sim,Não,URGENTE
BCS-00110819,2025-11-02 10:18:32.477369+00:00,Problema com Animal Selvagem,163,Sim,Sim,Sim,URGENTE
BCS-00110851,2025-11-02 12:50:23.791000+00:00,Árvore ou Galhos Caídos,163,Sim,Não,Sim,URGENTE
BCS-00110976,2025-11-03 00:49:05.859273+00:00,Luz Queimada Poste,163,Sim,Não,Sim,URGENTE
BCS-00110986,2025-11-03 07:06:31.063191+00:00,Árvore ou Galhos Caídos,162,Não,Não,Sim,URGENTE
BCS-00110999,2025-11-03 07:53:32.468415+00:00,Poste caido,162,Não,Sim,Sim,URGENTE
BCS-00111002,2025-11-03 08:06:14.740164+00:00,Árvore ou Galhos Caídos,162,Não,Sim,Não,URGENTE
BCS-00110838,2025-11-02 11:50:36.573000+00:00,Problema com Animal Selvagem,163,Não,Não,Não,MEDIA
BCS-00111051,2025-11-03 09:25:42.237553+00:00,Árvore ou Galhos Caídos,162,Sim,Não,Sim,URGENTE
BCS-00111019,2025-11-03 08:40:33.610000+00:00,Árvore ou Galhos Caídos,162,Sim,Sim,Não,URGENTE
BCS-00111020,2025-11-03 08:41:06.881000+00:00,Problema com Animal Selvagem,162,Sim,Sim,Não,URGENTE
BCS-00110860,2025-11-02 13:08:38.873000+00:00,Animal Perdido,163,Sim,Sim,Não,URGENTE
BCS-00110867,2025-11-02 13:27:56.720582+00:00,Árvore ou Galhos Caídos,163,Não,Sim,Não,ALTA
BCS-00110875,2025-11-02 14:01:41.660000+00:00,Árvore ou Galhos Caídos,163,Sim,Sim,Sim,URGENTE
BCS-00111065,2025-11-03 09:34:57.645000+00:00,Solicitação de Poda,162,Não,Sim,Sim,URGENTE
BCS-00111073,2025-11-03 09:36:18.878000+00:00,Problema com Animal Selvagem,162,Não,Não,Não,ALTA
BCS-00111085,2025-11-03 09:43:07.471000+00:00,Problema com Animal Doméstico,162,Sim,Não,Não,URGENTE
BCS-00111086,2025-11-03 09:46:38.580000+00:00,Luz Queimada Poste,162,Não,Sim,Não,ALTA
BCS-00111141,2025-11-03 10:20:34.402000+00:00,Árvore ou Galhos Caídos,162,Sim,Sim,Não,URGENTE
BCS-00111170,2025-11-03 10:41:35.915974+00:00,Solicitação de Plantio,162,Não,Não,Não,ALTA
BCS-00111234,2025-11-03 11:31:30.026000+00:00,Árvore ou Galhos Caídos,162,Não,Sim,Não,ALTA
BCS-00111259,2025-11-03 11:53:49.310000+00:00,Outros Problemas com Postes,162,Não,Não,Sim,URGENTE
BCS-00111274,2025-11-03 12:03:08.675000+00:00,Solicitação de Poda,162,Não,Sim,Sim,URGENTE
BCS-00111280,2025-11-03 12:07:04.026164+00:00,Luz Queimada Poste,162,Não,Não,Sim,URGENTE
BCS-00111297,2025-11-03 12:17:55.185000+00:00,Árvore ou Galhos Caídos,162,Não,Não,Sim,URGENTE
BCS-00111300,2025-11-03 12:26:04.086322+00:00,Problema com Animal Selvagem,162,Sim,Não,Sim,URGENTE
BCS-00111430,2025-11-03 14:12:59.986000+00:00,Solicitação de Poda,162,Sim,Sim,Sim,URGENTE
BCS-00111442,2025-11-03 14:24:41.616000+00:00,Luz Queimada Poste,162,Sim,Não,Sim,URGENTE
BCS-00111466,2025-11-03 14:56:10.607000+00:00,Problema com Animal Doméstico,162,Não,Sim,Sim,URGENTE
BCS-00111472,2025-11-03 15:04:36.129000+00:00,Problema com Animal Doméstico,162,Não,Sim,Não,URGENTE
BCS-00111615,2025-11-03 18:49:41.858000+00:00,Problema com Animal Doméstico,162,Sim,Não,Não,ALTA
BCS-00111616,2025-11-03 18:57:14.873000+00:00,Problema com Animal Selvagem,162,Não,Sim,Sim,URGENTE
BCS-00111624,2025-11-03 19:27:20.308000+00:00,Poste caido,162,Não,Sim,Sim,URGENTE
BCS-00111625,2025-11-03 19:30:33.166000+00:00,Problema com Animal Selvagem,162,Sim,Não,Não,URGENTE
BCS-00111627,2025-11-03 19:36:24.312086+00:00,Problema com Animal Doméstico,162,Sim,Não,Sim,URGENTE
BCS-00111628,2025-11-03 19:39:53.853000+00:00,Problema com Animal Doméstico,162,Sim,Sim,Não,URGENTE
BCS-00111343,2025-11-03 13:03:38.317050+00:00,Árvore ou Galhos Caídos,162,Sim,Sim,Não,URGENTE
BCS-00111350,2025-11-03 13:07:51.582181+00:00,Árvore ou Galhos Caídos,162,Não,Sim,Não,ALTA
BCS-00111379,2025-11-03 13:26:59.365000+00:00,Problema com Animal Selvagem,162,Não,Sim,Sim,URGENTE
BCS-00111409,2025-11-03 13:55:42.083192+00:00,Árvore ou Galhos Caídos,162,Sim,Não,Sim,URGENTE
BCS-00111521,2025-11-03 15:48:59.877687+00:00,Luz Queimada Poste,162,Não,Não,Sim,ALTA
